respondent_id,h1n1_vaccine,seasonal_vaccine
48281,0.38,0.53
48282,0.09,0.72
48283,0.1,0.54
48284,0.11,0.48
48285,0.3,0.49
48286,0.21,0.94
48287,0.07,0.27
48288,0.58,0.63
48289,0.11,0.35
48290,0.51,0.9
48291,0.44,0.39
48292,0.11,0.73
48293,0.21,0.24
48294,0.54,0.91
48295,0.46,0.53
48296,0.69,0.89
48297,0.3,0.8
48298,0.06,0.66
48299,0.06,0.76
48300,0.04,0.12
48301,0.09,0.47
48302,0.05,0.17
48303,0.15,0.06
48304,0.08,0.14
48305,0.15,0.49
48306,0.13,0.14
48307,0.01,0.1
48308,0.1,0.25
48309,0.23,0.62
48310,0.08,0.48
48311,0.02,0.34
48312,0.12,0.18
48313,0.27,0.53
48314,0.04,0.16
48315,0.09,0.36
48316,0.05,0.24
48317,0.09,0.25
48318,0.33,0.31
48319,0.11,0.21
48320,0.48,0.65
48321,0.04,0.06
48322,0.12,0.43
48323,0.12,0.27
48324,0.13,0.27
48325,0.06,0.28
48326,0.86,0.93
48327,0.21,0.25
48328,0.04,0.88
48329,0.12,0.1
48330,0.06,0.68
48331,0.53,0.44
48332,0.08,0.63
48333,0.12,0.33
48334,0.09,0.13
48335,0.46,0.93
48336,0.34,0.31
48337,0.09,0.93
48338,0.05,0.2
48339,0.05,0.04
48340,0.35,0.39
48341,0.79,0.89
48342,0.06,0.28
48343,0.7,0.94
48344,0.13,0.39
48345,0.36,0.65
48346,0.19,0.74
48347,0.01,0.05
48348,0.04,0.15
48349,0.06,0.23
48350,0.48,0.88
48351,0.18,0.82
48352,0.26,0.78
48353,0.38,0.44
48354,0.03,0.93
48355,0.0,0.37
48356,0.1,0.8
48357,0.09,0.58
48358,0.33,0.72
48359,0.1,0.46
48360,0.34,0.71
48361,0.42,0.69
48362,0.06,0.47
48363,0.32,0.7
48364,0.11,0.45
48365,0.56,0.65
48366,0.24,0.56
48367,0.31,0.46
48368,0.28,0.71
48369,0.34,0.52
48370,0.21,0.6
48371,0.07,0.4
48372,0.07,0.53
48373,0.21,0.51
48374,0.07,0.72
48375,0.07,0.28
48376,0.08,0.48
48377,0.05,0.1
48378,0.26,0.29
48379,0.11,0.19
48380,0.19,0.38
48381,0.03,0.42
48382,0.81,0.82
48383,0.01,0.09
48384,0.19,0.28
48385,0.23,0.3
48386,0.03,0.16
48387,0.04,0.18
48388,0.07,0.13
48389,0.09,0.5
48390,0.1,0.2
48391,0.06,0.67
48392,0.15,0.5
48393,0.47,0.81
48394,0.64,0.81
48395,0.24,0.59
48396,0.85,0.84
48397,0.56,0.56
48398,0.0,0.22
48399,0.45,0.71
48400,0.14,0.58
48401,0.1,1.0
48402,0.42,0.72
48403,0.13,0.13
48404,0.03,0.3
48405,0.07,0.22
48406,0.37,0.19
48407,0.03,0.54
48408,0.18,0.28
48409,0.02,0.61
48410,0.17,0.4
48411,0.04,0.09
48412,0.03,0.24
48413,0.09,0.79
48414,0.16,0.22
48415,0.68,0.92
48416,0.03,0.88
48417,0.09,0.12
48418,0.25,0.65
48419,0.56,0.75
48420,0.14,0.17
48421,0.09,0.56
48422,0.35,0.94
48423,0.29,0.7
48424,0.11,0.56
48425,0.13,0.28
48426,0.03,0.09
48427,0.03,0.12
48428,0.04,0.29
48429,0.11,0.16
48430,0.08,0.62
48431,0.07,0.71
48432,0.09,0.23
48433,0.03,0.15
48434,0.85,0.94
48435,0.31,0.45
48436,0.1,0.5
48437,0.55,0.46
48438,0.29,0.81
48439,0.02,0.49
48440,0.19,0.87
48441,0.04,0.26
48442,0.5,0.88
48443,0.1,0.95
48444,0.3,0.82
48445,0.0,0.92
48446,0.11,0.51
48447,0.16,0.44
48448,0.0,0.09
48449,0.58,0.51
48450,0.11,0.13
48451,0.62,0.69
48452,0.07,0.52
48453,0.05,0.95
48454,0.52,0.56
48455,0.1,0.18
48456,0.06,0.19
48457,0.39,0.46
48458,0.4,0.79
48459,0.08,0.21
48460,0.03,0.24
48461,0.12,0.18
48462,0.05,0.8
48463,0.1,0.46
48464,0.01,0.08
48465,0.12,0.35
48466,0.02,0.24
48467,0.17,0.67
48468,0.12,0.7
48469,0.39,0.58
48470,0.11,0.38
48471,0.31,0.48
48472,0.24,0.67
48473,0.74,0.96
48474,0.04,0.13
48475,0.42,0.49
48476,0.09,0.7
48477,0.62,0.74
48478,0.05,0.18
48479,0.15,0.51
48480,0.15,0.13
48481,0.07,0.13
48482,0.05,0.56
48483,0.41,0.8
48484,0.06,0.45
48485,0.79,0.84
48486,0.15,0.5
48487,0.15,0.33
48488,0.11,0.2
48489,0.25,0.35
48490,0.24,0.78
48491,0.45,0.68
48492,0.68,0.86
48493,0.03,0.16
48494,0.06,0.15
48495,0.07,0.79
48496,0.05,0.07
48497,0.29,0.85
48498,0.04,0.09
48499,0.04,0.84
48500,0.33,0.67
48501,0.18,0.24
48502,0.03,0.68
48503,0.15,0.28
48504,0.07,0.27
48505,0.09,0.14
48506,0.51,0.65
48507,0.16,0.33
48508,0.42,0.76
48509,0.4,0.76
48510,0.4,0.64
48511,0.19,0.27
48512,0.11,0.44
48513,0.15,0.42
48514,0.06,0.64
48515,0.16,0.58
48516,0.05,0.61
48517,0.24,0.96
48518,0.21,0.47
48519,0.11,0.85
48520,0.21,0.44
48521,0.04,0.85
48522,0.3,0.46
48523,0.08,0.84
48524,0.86,0.79
48525,0.38,0.18
48526,0.65,0.84
48527,0.2,0.42
48528,0.1,0.56
48529,0.21,0.92
48530,0.12,0.54
48531,0.33,0.71
48532,0.04,0.78
48533,0.39,0.46
48534,0.0,0.11
48535,0.09,0.14
48536,0.54,0.61
48537,0.07,0.16
48538,0.13,0.2
48539,0.08,0.13
48540,0.14,0.51
48541,0.08,0.07
48542,0.08,0.29
48543,0.09,0.31
48544,0.09,0.19
48545,0.5,0.58
48546,0.14,0.62
48547,0.03,0.59
48548,0.1,0.1
48549,0.28,0.84
48550,0.06,0.97
48551,0.11,0.55
48552,0.25,0.7
48553,0.13,0.62
48554,0.05,0.45
48555,0.17,0.62
48556,0.04,0.2
48557,0.55,0.94
48558,0.12,0.22
48559,0.06,0.48
48560,0.57,0.7
48561,0.14,0.94
48562,0.12,0.19
48563,0.21,0.48
48564,0.08,0.14
48565,0.18,0.57
48566,0.14,0.44
48567,0.29,0.5
48568,0.12,0.18
48569,0.13,0.14
48570,0.28,0.67
48571,0.44,0.6
48572,0.31,0.81
48573,0.03,0.14
48574,0.24,0.26
48575,0.12,0.25
48576,0.0,0.06
48577,0.34,0.58
48578,0.77,0.9
48579,0.43,0.8
48580,0.05,0.25
48581,0.37,0.93
48582,0.08,0.88
48583,0.15,0.36
48584,0.4,0.74
48585,0.05,0.71
48586,0.21,0.42
48587,0.05,0.79
48588,0.26,0.77
48589,0.31,0.43
48590,0.03,0.17
48591,0.12,0.21
48592,0.61,0.81
48593,0.38,0.49
48594,0.23,0.95
48595,0.03,0.2
48596,0.06,0.7
48597,0.1,0.7
48598,0.0,0.38
48599,0.56,0.85
48600,0.24,0.95
48601,0.05,0.55
48602,0.68,0.81
48603,0.1,0.55
48604,0.65,0.78
48605,0.09,0.06
48606,0.55,0.89
48607,0.36,0.55
48608,0.09,0.32
48609,0.17,0.85
48610,0.13,0.65
48611,0.62,0.64
48612,0.27,0.88
48613,0.54,0.48
48614,0.05,0.15
48615,0.11,0.17
48616,0.78,0.77
48617,0.79,0.96
48618,0.2,0.65
48619,0.27,0.26
48620,0.83,0.84
48621,0.14,0.39
48622,0.08,0.29
48623,0.15,0.34
48624,0.15,0.17
48625,0.07,0.29
48626,0.02,0.03
48627,0.19,0.34
48628,0.08,0.25
48629,0.04,0.05
48630,0.11,0.11
48631,0.09,0.57
48632,0.13,0.18
48633,0.04,0.03
48634,0.07,0.28
48635,0.0,0.54
48636,0.0,0.18
48637,0.71,0.73
48638,0.05,0.21
48639,0.01,0.13
48640,0.3,0.45
48641,0.59,0.7
48642,0.28,0.16
48643,0.68,0.85
48644,0.37,0.32
48645,0.13,0.94
48646,0.18,0.62
48647,0.03,0.06
48648,0.31,0.36
48649,0.01,0.57
48650,0.47,0.83
48651,0.1,0.41
48652,0.69,0.89
48653,0.03,0.1
48654,0.07,0.35
48655,0.05,0.08
48656,0.64,0.85
48657,0.16,0.84
48658,0.15,0.54
48659,0.1,0.45
48660,0.03,0.17
48661,0.05,0.8
48662,0.07,0.97
48663,0.54,0.78
48664,0.02,0.14
48665,0.02,0.47
48666,0.15,0.6
48667,0.03,0.11
48668,0.0,0.08
48669,0.17,0.57
48670,0.33,0.41
48671,0.06,0.71
48672,0.46,0.24
48673,0.05,0.57
48674,0.4,0.69
48675,0.07,0.19
48676,0.15,0.17
48677,0.1,0.83
48678,0.1,0.27
48679,0.67,0.88
48680,0.32,0.5
48681,0.17,0.63
48682,0.07,0.25
48683,0.12,0.44
48684,0.04,0.1
48685,0.05,0.11
48686,0.05,0.82
48687,0.59,0.96
48688,0.2,0.64
48689,0.02,0.39
48690,0.26,0.36
48691,0.16,0.97
48692,0.29,0.84
48693,0.32,0.42
48694,0.29,0.93
48695,0.14,0.4
48696,0.09,0.45
48697,0.35,0.78
48698,0.27,0.51
48699,0.25,0.79
48700,0.38,0.86
48701,0.35,0.37
48702,0.02,0.1
48703,0.63,0.69
48704,0.34,0.18
48705,0.2,0.38
48706,0.27,0.57
48707,0.09,0.14
48708,0.24,0.25
48709,0.16,0.95
48710,0.3,0.25
48711,0.08,0.73
48712,0.11,0.31
48713,0.15,0.28
48714,0.55,0.65
48715,0.13,0.19
48716,0.24,0.66
48717,0.39,0.79
48718,0.31,0.82
48719,0.4,0.72
48720,0.02,0.62
48721,0.79,0.94
48722,0.86,0.9
48723,0.05,0.22
48724,0.01,0.03
48725,0.01,0.07
48726,0.73,0.64
48727,0.14,0.18
48728,0.55,0.74
48729,0.1,0.21
48730,0.3,0.63
48731,0.16,0.18
48732,0.58,0.74
48733,0.21,0.72
48734,0.0,0.08
48735,0.42,0.64
48736,0.02,0.12
48737,0.4,0.66
48738,0.04,0.14
48739,0.09,0.71
48740,0.14,0.83
48741,0.14,0.08
48742,0.02,0.04
48743,0.04,0.14
48744,0.01,0.02
48745,0.26,0.38
48746,0.15,0.44
48747,0.03,0.21
48748,0.02,0.45
48749,0.92,0.9
48750,0.12,0.46
48751,0.1,0.97
48752,0.03,0.74
48753,0.14,0.2
48754,0.05,0.3
48755,0.53,0.67
48756,0.21,0.28
48757,0.01,0.12
48758,0.41,0.73
48759,0.17,0.43
48760,0.04,0.95
48761,0.39,0.57
48762,0.78,0.82
48763,0.39,0.76
48764,0.03,0.04
48765,0.82,0.95
48766,0.45,0.58
48767,0.19,0.26
48768,0.05,0.67
48769,0.05,0.33
48770,0.05,0.42
48771,0.06,0.69
48772,0.5,0.57
48773,0.04,0.04
48774,0.05,0.13
48775,0.43,0.74
48776,0.02,0.12
48777,0.67,0.89
48778,0.01,0.13
48779,0.14,0.83
48780,0.14,0.09
48781,0.16,0.61
48782,0.07,0.85
48783,0.01,0.06
48784,0.12,0.36
48785,0.42,0.74
48786,0.11,0.29
48787,0.06,0.12
48788,0.02,0.18
48789,0.01,0.05
48790,0.07,0.93
48791,0.18,0.5
48792,0.05,0.31
48793,0.04,0.07
48794,0.05,0.81
48795,0.7,0.73
48796,0.27,0.27
48797,0.24,0.32
48798,0.14,0.77
48799,0.04,0.14
48800,0.04,0.58
48801,0.15,0.88
48802,0.1,0.17
48803,0.02,0.07
48804,0.07,0.26
48805,0.59,0.44
48806,0.11,0.35
48807,0.01,0.6
48808,0.7,0.73
48809,0.02,0.11
48810,0.31,0.71
48811,0.38,0.66
48812,0.09,0.1
48813,0.17,0.12
48814,0.85,0.94
48815,0.5,0.41
48816,0.36,0.63
48817,0.29,0.33
48818,0.64,0.87
48819,0.17,0.9
48820,0.05,0.24
48821,0.04,0.93
48822,0.04,0.12
48823,0.55,0.73
48824,0.55,0.32
48825,0.03,0.61
48826,0.33,0.64
48827,0.12,0.19
48828,0.14,0.17
48829,0.07,0.33
48830,0.27,0.6
48831,0.28,0.85
48832,0.08,0.4
48833,0.28,0.43
48834,0.25,0.26
48835,0.02,0.25
48836,0.04,0.77
48837,0.09,0.49
48838,0.63,0.67
48839,0.14,0.57
48840,0.27,0.2
48841,0.06,0.42
48842,0.16,0.09
48843,0.27,0.1
48844,0.74,0.55
48845,0.09,0.28
48846,0.07,0.83
48847,0.12,0.52
48848,0.08,0.77
48849,0.07,0.35
48850,0.2,0.47
48851,0.36,0.4
48852,0.07,0.74
48853,0.17,0.39
48854,0.59,0.87
48855,0.3,0.15
48856,0.14,0.83
48857,0.09,0.2
48858,0.67,0.63
48859,0.05,0.71
48860,0.06,0.47
48861,0.03,0.16
48862,0.44,0.75
48863,0.18,0.75
48864,0.17,0.44
48865,0.06,0.26
48866,0.08,0.26
48867,0.07,0.14
48868,0.27,0.78
48869,0.1,0.33
48870,0.18,0.38
48871,0.0,0.47
48872,0.67,0.82
48873,0.28,0.51
48874,0.07,0.18
48875,0.04,0.18
48876,0.04,0.29
48877,0.01,0.11
48878,0.03,0.27
48879,0.72,0.89
48880,0.09,0.55
48881,0.16,0.29
48882,0.45,0.59
48883,0.38,0.76
48884,0.01,0.18
48885,0.0,0.74
48886,0.7,0.72
48887,0.13,0.61
48888,0.11,0.22
48889,0.13,0.38
48890,0.02,0.16
48891,0.04,0.28
48892,0.15,0.72
48893,0.44,0.63
48894,0.44,0.68
48895,0.12,0.43
48896,0.83,0.91
48897,0.1,0.52
48898,0.1,0.97
48899,0.06,0.19
48900,0.43,0.64
48901,0.06,0.47
48902,0.06,0.17
48903,0.37,0.62
48904,0.2,0.22
48905,0.85,0.83
48906,0.04,0.13
48907,0.53,0.85
48908,0.17,0.82
48909,0.0,0.85
48910,0.04,0.1
48911,0.1,0.98
48912,0.22,0.35
48913,0.21,0.6
48914,0.05,0.33
48915,0.18,0.54
48916,0.47,0.74
48917,0.09,0.22
48918,0.1,0.59
48919,0.14,0.47
48920,0.08,0.12
48921,0.69,0.7
48922,0.06,0.33
48923,0.02,0.11
48924,0.15,0.26
48925,0.22,0.25
48926,0.18,0.56
48927,0.27,0.46
48928,0.27,0.4
48929,0.58,0.74
48930,0.31,0.23
48931,0.0,0.16
48932,0.03,0.09
48933,0.86,0.95
48934,0.09,0.13
48935,0.08,0.3
48936,0.19,0.32
48937,0.15,0.31
48938,0.21,0.73
48939,0.31,0.48
48940,0.04,0.06
48941,0.07,0.2
48942,0.03,0.19
48943,0.18,0.8
48944,0.31,0.41
48945,0.59,0.51
48946,0.46,0.77
48947,0.37,0.67
48948,0.35,0.85
48949,0.15,0.19
48950,0.09,0.14
48951,0.06,0.1
48952,0.03,0.05
48953,0.07,0.51
48954,0.39,0.29
48955,0.18,0.32
48956,0.27,0.7
48957,0.14,0.52
48958,0.01,0.05
48959,0.04,0.1
48960,0.15,0.7
48961,0.02,0.1
48962,0.04,0.26
48963,0.06,0.88
48964,0.09,0.58
48965,0.23,0.75
48966,0.17,0.26
48967,0.69,0.77
48968,0.81,0.79
48969,0.02,0.11
48970,0.52,0.77
48971,0.0,0.89
48972,0.1,0.29
48973,0.09,0.51
48974,0.02,0.06
48975,0.32,0.66
48976,0.36,0.49
48977,0.14,0.69
48978,0.13,0.13
48979,0.19,0.21
48980,0.17,0.15
48981,0.34,0.52
48982,0.17,0.84
48983,0.21,0.83
48984,0.59,0.63
48985,0.11,0.22
48986,0.63,0.73
48987,0.11,0.05
48988,0.04,0.06
48989,0.22,0.32
48990,0.02,0.03
48991,0.04,0.3
48992,0.34,0.68
48993,0.65,0.83
48994,0.16,0.28
48995,0.16,0.74
48996,0.11,0.38
48997,0.13,0.76
48998,0.01,0.14
48999,0.22,0.55
49000,0.38,0.96
49001,0.42,0.85
49002,0.21,0.92
49003,0.01,0.08
49004,0.12,0.67
49005,0.2,0.26
49006,0.33,0.47
49007,0.03,0.12
49008,0.02,0.3
49009,0.2,0.9
49010,0.04,0.17
49011,0.04,0.2
49012,0.25,0.45
49013,0.13,0.71
49014,0.2,0.18
49015,0.38,0.48
49016,0.01,0.13
49017,0.05,0.5
49018,0.12,0.49
49019,0.58,0.76
49020,0.1,0.24
49021,0.02,0.33
49022,0.35,0.52
49023,0.04,0.33
49024,0.1,0.56
49025,0.02,0.15
49026,0.09,0.44
49027,0.44,0.66
49028,0.1,0.23
49029,0.81,0.77
49030,0.14,0.51
49031,0.74,0.71
49032,0.02,0.3
49033,0.05,0.22
49034,0.19,0.63
49035,0.41,0.21
49036,0.24,0.48
49037,0.0,0.45
49038,0.13,0.33
49039,0.51,0.56
49040,0.1,0.59
49041,0.17,0.37
49042,0.23,0.92
49043,0.02,0.13
49044,0.14,0.08
49045,0.09,0.27
49046,0.21,0.43
49047,0.87,0.78
49048,0.09,0.37
49049,0.03,0.05
49050,0.06,0.04
49051,0.08,0.15
49052,0.58,0.64
49053,0.11,0.87
49054,0.44,0.67
49055,0.07,0.16
49056,0.15,0.38
49057,0.75,0.8
49058,0.61,0.97
49059,0.02,0.12
49060,0.12,0.54
49061,0.74,0.84
49062,0.02,0.43
49063,0.78,0.87
49064,0.44,0.53
49065,0.43,0.83
49066,0.03,0.65
49067,0.17,0.79
49068,0.69,0.82
49069,0.06,0.05
49070,0.14,0.83
49071,0.85,0.95
49072,0.13,0.76
49073,0.12,0.86
49074,0.33,0.74
49075,0.26,0.5
49076,0.04,0.19
49077,0.1,0.15
49078,0.08,0.4
49079,0.02,0.04
49080,0.09,0.17
49081,0.86,0.83
49082,0.09,0.24
49083,0.03,0.76
49084,0.1,0.17
49085,0.15,0.08
49086,0.04,0.21
49087,0.44,0.47
49088,0.43,0.87
49089,0.48,0.82
49090,0.3,0.64
49091,0.41,0.49
49092,0.07,0.26
49093,0.01,0.08
49094,0.77,0.92
49095,0.2,0.62
49096,0.07,0.46
49097,0.11,0.82
49098,0.02,0.28
49099,0.1,0.78
49100,0.45,0.7
49101,0.07,0.88
49102,0.09,0.8
49103,0.05,0.08
49104,0.08,0.24
49105,0.3,0.67
49106,0.02,0.04
49107,0.24,0.72
49108,0.2,0.35
49109,0.13,0.15
49110,0.13,0.4
49111,0.05,0.15
49112,0.47,0.81
49113,0.08,0.08
49114,0.25,0.53
49115,0.02,0.09
49116,0.46,0.52
49117,0.19,0.24
49118,0.03,0.49
49119,0.24,0.54
49120,0.02,0.12
49121,0.11,0.48
49122,0.1,0.51
49123,0.43,0.55
49124,0.35,0.29
49125,0.1,0.19
49126,0.09,0.88
49127,0.03,0.74
49128,0.18,0.47
49129,0.02,0.17
49130,0.38,0.59
49131,0.68,0.83
49132,0.05,0.97
49133,0.02,0.04
49134,0.09,0.79
49135,0.0,0.11
49136,0.38,0.63
49137,0.12,0.41
49138,0.12,0.5
49139,0.07,0.07
49140,0.1,0.84
49141,0.21,0.27
49142,0.1,0.38
49143,0.08,0.1
49144,0.43,0.77
49145,0.08,0.06
49146,0.01,0.15
49147,0.07,0.2
49148,0.82,0.82
49149,0.38,0.94
49150,0.08,0.21
49151,0.11,0.56
49152,0.1,0.53
49153,0.26,0.35
49154,0.28,0.15
49155,0.05,0.42
49156,0.23,0.38
49157,0.11,0.78
49158,0.47,0.82
49159,0.47,0.42
49160,0.11,0.09
49161,0.1,0.23
49162,0.03,0.13
49163,0.06,0.14
49164,0.09,0.2
49165,0.13,0.47
49166,0.12,0.73
49167,0.03,0.23
49168,0.14,0.19
49169,0.03,0.07
49170,0.17,0.37
49171,0.62,0.81
49172,0.13,0.67
49173,0.43,0.83
49174,0.23,0.52
49175,0.26,0.89
49176,0.04,0.58
49177,0.71,0.72
49178,0.15,0.22
49179,0.4,0.8
49180,0.56,0.79
49181,0.18,0.73
49182,0.08,0.53
49183,0.15,0.69
49184,0.02,0.19
49185,0.32,0.36
49186,0.08,0.47
49187,0.01,0.08
49188,0.17,0.82
49189,0.02,0.93
49190,0.07,0.32
49191,0.1,0.83
49192,0.45,0.65
49193,0.06,0.27
49194,0.23,0.24
49195,0.12,0.46
49196,0.25,0.73
49197,0.02,0.19
49198,0.15,0.72
49199,0.03,0.1
49200,0.12,0.94
49201,0.53,0.4
49202,0.09,0.47
49203,0.7,0.86
49204,0.03,0.08
49205,0.13,0.95
49206,0.18,0.55
49207,0.81,0.92
49208,0.59,0.72
49209,0.13,0.71
49210,0.21,0.2
49211,0.28,0.51
49212,0.34,0.48
49213,0.14,0.52
49214,0.32,0.81
49215,0.44,0.67
49216,0.43,0.58
49217,0.29,0.6
49218,0.62,0.79
49219,0.12,0.69
49220,0.09,0.05
49221,0.19,0.23
49222,0.38,0.58
49223,0.17,0.34
49224,0.11,0.2
49225,0.58,0.87
49226,0.14,0.87
49227,0.29,0.33
49228,0.16,0.28
49229,0.03,0.09
49230,0.45,0.3
49231,0.83,0.85
49232,0.28,0.62
49233,0.19,0.36
49234,0.15,0.74
49235,0.27,0.69
49236,0.33,0.6
49237,0.83,0.92
49238,0.66,0.72
49239,0.35,0.82
49240,0.13,0.44
49241,0.13,0.8
49242,0.28,0.57
49243,0.39,0.25
49244,0.03,0.08
49245,0.71,0.9
49246,0.59,0.9
49247,0.63,0.7
49248,0.04,0.14
49249,0.25,0.78
49250,0.13,0.29
49251,0.1,0.18
49252,0.12,0.84
49253,0.01,0.22
49254,0.57,0.51
49255,0.07,0.73
49256,0.08,0.36
49257,0.01,0.06
49258,0.2,0.17
49259,0.19,0.2
49260,0.43,0.57
49261,0.11,0.24
49262,0.11,0.21
49263,0.03,0.08
49264,0.19,0.81
49265,0.27,0.5
49266,0.11,0.2
49267,0.48,0.55
49268,0.11,0.39
49269,0.05,0.07
49270,0.09,0.14
49271,0.59,0.91
49272,0.36,0.45
49273,0.32,0.56
49274,0.3,0.4
49275,0.14,0.93
49276,0.26,0.62
49277,0.01,0.17
49278,0.82,0.92
49279,0.35,0.33
49280,0.08,0.14
49281,0.07,0.47
49282,0.06,0.3
49283,0.09,0.5
49284,0.15,0.26
49285,0.13,0.22
49286,0.08,0.6
49287,0.65,0.84
49288,0.09,0.08
49289,0.32,0.74
49290,0.85,0.85
49291,0.32,0.59
49292,0.22,0.67
49293,0.11,0.21
49294,0.13,0.28
49295,0.18,0.19
49296,0.17,0.47
49297,0.05,0.77
49298,0.09,0.32
49299,0.06,0.42
49300,0.07,0.48
49301,0.01,0.05
49302,0.06,0.1
49303,0.2,0.7
49304,0.03,0.5
49305,0.08,0.12
49306,0.21,0.49
49307,0.1,0.31
49308,0.29,0.8
49309,0.25,0.33
49310,0.03,0.41
49311,0.08,0.67
49312,0.14,0.51
49313,0.04,0.19
49314,0.6,0.67
49315,0.0,0.03
49316,0.47,0.83
49317,0.04,0.25
49318,0.14,0.19
49319,0.11,0.06
49320,0.17,0.6
49321,0.03,0.16
49322,0.15,0.83
49323,0.66,0.89
49324,0.17,0.43
49325,0.33,0.8
49326,0.07,0.21
49327,0.18,0.4
49328,0.19,0.59
49329,0.05,0.47
49330,0.1,0.19
49331,0.16,0.08
49332,0.14,0.65
49333,0.02,0.07
49334,0.12,0.79
49335,0.15,0.47
49336,0.05,0.11
49337,0.55,0.51
49338,0.03,0.01
49339,0.2,0.46
49340,0.07,0.12
49341,0.01,0.19
49342,0.07,0.35
49343,0.06,0.18
49344,0.06,0.67
49345,0.51,0.91
49346,0.47,0.46
49347,0.02,0.22
49348,0.08,0.42
49349,0.1,0.18
49350,0.06,0.68
49351,0.02,0.07
49352,0.19,0.28
49353,0.12,0.63
49354,0.07,0.51
49355,0.15,0.32
49356,0.04,0.3
49357,0.34,0.54
49358,0.17,0.83
49359,0.37,0.23
49360,0.09,0.3
49361,0.15,0.09
49362,0.02,0.04
49363,0.06,0.42
49364,0.01,0.36
49365,0.64,0.68
49366,0.48,0.68
49367,0.16,0.75
49368,0.28,0.7
49369,0.08,0.41
49370,0.83,0.87
49371,0.39,0.55
49372,0.03,0.19
49373,0.24,0.32
49374,0.08,0.12
49375,0.23,0.34
49376,0.03,0.17
49377,0.08,0.6
49378,0.15,0.73
49379,0.07,0.16
49380,0.86,0.9
49381,0.09,0.23
49382,0.06,0.05
49383,0.54,0.94
49384,0.02,0.08
49385,0.02,0.39
49386,0.1,0.11
49387,0.09,0.16
49388,0.26,0.79
49389,0.06,0.66
49390,0.14,0.32
49391,0.02,0.12
49392,0.07,0.17
49393,0.27,0.48
49394,0.1,0.56
49395,0.32,0.51
49396,0.09,0.48
49397,0.32,0.79
49398,0.19,0.19
49399,0.14,0.18
49400,0.01,0.08
49401,0.5,0.66
49402,0.44,0.7
49403,0.75,0.91
49404,0.17,0.66
49405,0.14,0.28
49406,0.29,0.28
49407,0.04,0.48
49408,0.04,0.15
49409,0.02,0.71
49410,0.35,0.65
49411,0.16,0.74
49412,0.5,0.85
49413,0.01,0.14
49414,0.15,0.22
49415,0.11,0.29
49416,0.74,0.95
49417,0.16,0.42
49418,0.33,0.54
49419,0.51,0.85
49420,0.03,0.8
49421,0.09,0.38
49422,0.39,0.77
49423,0.11,0.18
49424,0.03,0.12
49425,0.22,0.3
49426,0.05,0.3
49427,0.14,0.44
49428,0.1,0.81
49429,0.23,0.52
49430,0.06,0.09
49431,0.08,0.61
49432,0.02,0.05
49433,0.42,0.61
49434,0.08,0.2
49435,0.19,0.78
49436,0.07,0.42
49437,0.39,0.61
49438,0.03,0.2
49439,0.21,0.26
49440,0.08,0.65
49441,0.57,0.92
49442,0.0,0.1
49443,0.15,0.2
49444,0.34,0.86
49445,0.09,0.51
49446,0.06,0.18
49447,0.56,0.78
49448,0.82,0.94
49449,0.58,0.72
49450,0.04,0.46
49451,0.14,0.94
49452,0.06,0.22
49453,0.01,0.15
49454,0.72,0.91
49455,0.05,0.52
49456,0.07,0.26
49457,0.3,0.87
49458,0.11,0.2
49459,0.1,0.81
49460,0.31,0.44
49461,0.59,0.6
49462,0.11,0.69
49463,0.6,0.72
49464,0.02,0.04
49465,0.15,0.71
49466,0.09,0.23
49467,0.21,0.76
49468,0.88,0.89
49469,0.07,0.22
49470,0.09,0.73
49471,0.26,0.74
49472,0.14,0.29
49473,0.56,0.71
49474,0.02,0.34
49475,0.3,0.61
49476,0.11,0.24
49477,0.13,0.95
49478,0.35,0.54
49479,0.53,0.74
49480,0.19,0.33
49481,0.05,0.62
49482,0.1,0.46
49483,0.14,0.33
49484,0.12,0.27
49485,0.13,0.19
49486,0.19,0.36
49487,0.05,0.14
49488,0.41,0.71
49489,0.03,0.32
49490,0.11,0.1
49491,0.31,0.24
49492,0.12,0.24
49493,0.2,0.22
49494,0.1,0.49
49495,0.41,0.66
49496,0.02,0.09
49497,0.17,0.25
49498,0.01,0.14
49499,0.1,0.37
49500,0.05,0.75
49501,0.03,0.46
49502,0.41,0.77
49503,0.1,0.33
49504,0.13,0.52
49505,0.03,0.73
49506,0.04,0.5
49507,0.1,0.31
49508,0.0,0.11
49509,0.24,0.28
49510,0.11,0.57
49511,0.24,0.33
49512,0.48,0.66
49513,0.04,0.11
49514,0.06,0.38
49515,0.18,0.42
49516,0.49,0.52
49517,0.02,0.44
49518,0.1,0.74
49519,0.22,0.9
49520,0.36,0.48
49521,0.23,0.55
49522,0.59,0.71
49523,0.08,0.49
49524,0.14,0.29
49525,0.03,0.09
49526,0.29,0.73
49527,0.1,0.89
49528,0.07,0.76
49529,0.17,0.16
49530,0.61,0.74
49531,0.15,0.78
49532,0.14,0.58
49533,0.42,0.65
49534,0.05,0.1
49535,0.05,0.09
49536,0.25,0.35
49537,0.56,0.83
49538,0.05,0.66
49539,0.32,0.18
49540,0.01,0.34
49541,0.03,0.06
49542,0.11,0.27
49543,0.28,0.17
49544,0.13,0.08
49545,0.05,0.1
49546,0.23,0.45
49547,0.07,0.44
49548,0.42,0.45
49549,0.05,0.09
49550,0.14,0.37
